sampling.event,date,run.time,ona.fish,okr.section,reach,fork_length_cm,poh_cm,otolith,otolith_vial,total.age,european.age,age.sample.quality,aging.comments,origin,hatchery,sex,spawned,fecundity,dna_yn,dna_vial,dna.results,tagged_yn,tag.type,tag,comments,year,doy,flreg,fish
Deadpitch,11/10/2020,Week 7,20350108,Shingle Creek,NA,NA,39,2,20350108,4,1.2,NA,NA,3.5,hatchery,F,S,n/a,Y,20350108,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350109,Shingle Creek,NA,NA,39.5,2,20350109,4,1.2,NA,NA,3.4.2,hatchery,M,n/a,n/a,Y,20350109,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350110,Shingle Creek,NA,NA,40.5,2,20350110,4,1.2,NA,NA,3.4.1,hatchery,M,n/a,n/a,Y,20350110,NA,N,n/a,n/a,NA,2020,315,51.2,Sockeye
Deadpitch,11/10/2020,Week 7,20350111,Shingle Creek,NA,NA,39,2,20350111,4,1.2,NA,NA,3.4.1,hatchery,M,n/a,n/a,Y,20350111,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350112,Shingle Creek,NA,NA,38,2,20350112,4,1.2,NA,NA,3.4.1,hatchery,M,n/a,n/a,Y,20350112,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350113,Shingle Creek,NA,NA,40,2,20350113,4,1.2,NA,NA,3.4.1,hatchery,M,n/a,n/a,Y,20350113,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350114,Shingle Creek,NA,NA,36,2,20350114,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350114,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350115,Shingle Creek,NA,NA,36,2,20350115,4,1.2,NA,NA,3.4.1,hatchery,F,S,n/a,Y,20350115,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350116,Shingle Creek,NA,NA,39,2,20350116,4,1.2,NA,NA,3.4.1,hatchery,F,P,n/a,Y,20350116,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350117,Shingle Creek,NA,NA,40,2,20350117,4,1.2,NA,NA,3.4.2,hatchery,F,S,n/a,Y,20350117,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350118,Shingle Creek,NA,NA,41,2,20350118,4,1.2,NA,NA,3.4.2,hatchery,F,S,n/a,Y,20350118,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350119,Shingle Creek,NA,47,35.5,2,20350119,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350119,NA,N,n/a,n/a,NA,2020,315,47,Sockeye
Deadpitch,11/10/2020,Week 7,20350120,Shingle Creek,NA,NA,39.5,2,20350120,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350120,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350121,Shingle Creek,NA,NA,38,2,20350121,NA,n/a,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350121,NA,N,n/a,n/a,both otoliths deformed,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350122,Shingle Creek,NA,NA,38.5,2,20350122,4,1.2,NA,NA,3.4.1,hatchery,M,n/a,n/a,Y,20350122,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350123,Shingle Creek,NA,NA,38,2,20350123,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350123,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350124,Shingle Creek,NA,NA,39,2,20350124,4,1.2,NA,NA,3.4.2,hatchery,F,S,n/a,Y,20350124,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350125,Shingle Creek,NA,NA,38.5,2,20350125,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350125,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350126,Shingle Creek,NA,NA,40,2,20350126,4,1.2,NA,NA,3.5,hatchery,F,S,n/a,Y,20350126,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350127,Shingle Creek,NA,49.5,38.5,2,20350127,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350127,NA,N,n/a,n/a,NA,2020,315,49.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350128,Shingle Creek,NA,NA,37,2,20350128,4,1.2,NA,NA,3.4.2,hatchery,F,S,n/a,Y,20350128,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350129,Shingle Creek,NA,NA,36.5,2,20350129,4,1.2,NA,NA,3.5,hatchery,F,S,n/a,Y,20350129,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350130,Shingle Creek,NA,NA,37,2,20350130,4,1.2,NA,NA,3.4.1,hatchery,F,P,n/a,Y,20350130,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350131,Shingle Creek,NA,NA,38,2,20350131,4,1.2,NA,NA,3.4.1,hatchery,F,N,n/a,Y,20350131,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350132,Shingle Creek,NA,NA,36,2,20350132,4,1.2,NA,NA,3.5,hatchery,F,S,n/a,Y,20350132,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350133,Shingle Creek,NA,NA,39,2,20350133,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350133,NA,Y,PIT,3DD.0077C6D966,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350134,Shingle Creek,NA,NA,36,2,20350134,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350134,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350135,Shingle Creek,NA,NA,41,2,20350135,4,1.2,NA,NA,3.4.1,hatchery,F,P,n/a,Y,20350135,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350136,Shingle Creek,NA,NA,38,2,20350136,NA,n/a,NA,NA,3.5,hatchery,F,S,n/a,Y,20350136,NA,N,n/a,n/a,both otoliths deformed,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350137,Shingle Creek,NA,46.5,37,2,20350137,4,1.2,NA,NA,3.4.1,hatchery,F,N,n/a,Y,20350137,NA,N,n/a,n/a,NA,2020,315,46.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350138,Shingle Creek,NA,NA,37.5,2,20350138,4,1.2,NA,NA,3.4.2,hatchery,F,N,n/a,Y,20350138,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350139,Shingle Creek,NA,NA,38,2,20350139,4,1.2,NA,NA,3.4.2,hatchery,F,S,n/a,Y,20350139,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350140,Shingle Creek,NA,NA,38.5,2,20350140,NA,n/a,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350140,NA,N,n/a,n/a,both otoliths deformed,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350141,Shingle Creek,NA,NA,39,2,20350141,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350141,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350142,Shingle Creek,NA,NA,36,2,20350142,4,1.2,NA,NA,3.5,hatchery,F,P,n/a,Y,20350142,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350143,Shingle Creek,NA,NA,36.5,2,20350143,4,1.2,NA,NA,3.4.2,hatchery,M,n/a,n/a,Y,20350143,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350144,Shingle Creek,NA,NA,38,2,20350144,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350144,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350145,Shingle Creek,NA,NA,40,2,20350145,4,1.2,NA,NA,3.4.2,hatchery,F,N,n/a,Y,20350145,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350146,Shingle Creek,NA,NA,37.5,2,20350146,4,1.2,NA,NA,3.4.2,hatchery,F,S,n/a,Y,20350146,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350147,Shingle Creek,NA,NA,38.5,2,20350147,4,1.2,NA,NA,3.5,hatchery,F,S,n/a,Y,20350147,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350148,Shingle Creek,NA,NA,38,2,20350148,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350148,NA,N,n/a,n/a,1 otolith deformed,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350149,Shingle Creek,NA,NA,40,2,20350149,4,1.2,NA,NA,3.5,hatchery,M,n/a,n/a,Y,20350149,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
